TERF2IP,54386,99.28873,54386,nan
BNIP3,664,99.11851,664,nan
BCL2,596,98.26474,596,nan
RBM6,10180,104.14401,10180,nan
CSK,1445,92.7404,1445,nan
ALDOC,230,97.02375,230,nan
UBE2L6,9246,103.89076,9246,nan
PCBD1,5092,95.85746,5092,nan
ICMT,23463,97.34956,23463,nan
GNPDA1,10007,98.586136,10007,nan
NUCB2,4925,99.0289,4925,nan
RSU1,6251,97.48566,6251,nan
PTPN12,5782,97.27751,5782,nan
PCK2,5106,97.43474,5106,nan
GFPT1,2673,99.62791,2673,nan
BLVRA,644,96.56018,644,nan
S100A13,6284,99.078926,6284,nan
MYBL2,4605,96.92523,4605,nan
STX4,6810,99.59209,6810,nan
TMCO1,54499,99.58865,54499,nan
CCDC85B,11007,98.129875,11007,nan
DDB2,1643,94.21574,1643,nan
BAMBI,25805,95.61161,25805,nan
HADH,3033,99.25697,3033,nan
GLRX,2745,103.41594,2745,nan
MVP,9961,98.126045,9961,nan
STMN1,3925,96.836845,3925,nan
GALE,2582,92.967926,2582,nan
PTPRF,5792,99.07945,5792,nan
PGM1,5236,96.40354,5236,nan
LOXL1,4016,97.66409,4016,nan
MYO10,ENSG00000145555,97.18095,nan,nan
MYO10,4651,97.18051,4651,nan
LIPA,3988,92.16373,3988,nan
PHGDH,26227,97.11813,26227,nan
ST7,7982,99.57121,7982,nan
IKBKB,3551,96.94011,3551,nan
PCM1,5108,96.01693,5108,nan
IER3,8870,101.14718,8870,nan
FAT1,2195,98.2815,2195,nan
RNMT,8731,96.11462,8731,nan
EGFR,1956,97.89852,1956,nan
NET1,10276,94.62725,10276,nan
DECR1,1666,100.254196,1666,nan
NPC1,4864,96.03477,4864,nan
MEST,4232,99.42901,4232,nan
PAFAH1B3,5050,102.395645,5050,nan
CALU,813,99.97443,813,nan
LGALS8,3964,100.65314,3964,nan
LRP10,26020,97.73353,26020,nan
ATP1B1,481,98.54806,481,nan
OXCT1,5019,102.483734,5019,nan
SLC25A4,291,99.58865,291,nan
ASCC3,10973,98.61441,10973,nan
TRAM2,9697,96.13582,9697,nan
PYCR1,5831,99.670456,5831,nan
NCOA3,8202,97.23622,8202,nan
POLD4,57804,100.274124,57804,nan
PRKACA,5566,99.16411,5566,nan
LYRM1,57149,96.8995,57149,nan
VDAC1,7416,97.62327,7416,nan
SORBS3,10174,97.873795,10174,nan
SPAG4,6676,102.58511,6676,nan
SLC5A6,8884,99.05953,8884,nan
RGS2,5997,96.6159,5997,nan
SCYL3,57147,96.87411,57147,nan
TBX2,6909,98.00482,6909,nan
DNAJA3,9093,97.368675,9093,nan
DCUN1D4,23142,94.69033,23142,nan
DYRK3,8444,105.02567,8444,nan
POLG2,11232,98.54806,11232,nan
TRAPPC3,27095,95.91718,27095,nan
TCFL5,10732,96.61415,10732,nan
RBM34,23029,100.20154,23029,nan
ITGB1BP1,9270,96.514725,9270,nan
ACLY,47,98.6341,47,nan
RAD51C,5889,95.57992,5889,nan
SMC1A,8243,96.447624,8243,nan
YME1L1,10730,98.54806,10730,nan
ACAA1,30,99.053566,30,nan
WFS1,7466,97.855286,7466,nan
UBE3B,89910,97.417786,89910,nan
NPDC1,56654,99.96355,56654,nan
ALDH7A1,501,98.024666,501,nan
POLR2I,5438,98.393364,5438,nan
AKAP8L,26993,101.236404,26993,nan
PLEKHJ1,55111,98.63585,55111,nan
HAT1,8520,94.44905,8520,nan
G3BP1,10146,99.306816,10146,nan
TPD52L2,7165,100.35395,7165,nan
PIH1D1,55011,97.890755,55011,nan
SHB,6461,99.93783,6461,nan
UTP14A,10813,98.33938,10813,nan
TSEN2,80746,97.574745,80746,nan
LYPLA1,10434,97.02375,10434,nan
MAP2K5,5607,98.20806,5607,nan
PUF60,22827,100.06221,22827,nan
DHRS7,51635,97.13177,51635,nan
ARID5B,84159,98.848885,84159,nan
IGHMBP2,3508,97.98288,3508,nan
ADO,84890,99.5647,84890,nan
TCTN1,79600,98.24532,79600,nan
AKR7A2,8574,105.11033,8574,nan
PPP2R5E,5529,98.2815,5529,nan
LAMA3,3909,97.76192,3909,nan
FEZ2,9637,96.38924,9637,nan
IKBKAP,nan,nan,nan,TRUE
SGCB,6443,97.2675,6443,nan
ENOPH1,58478,100.9972,58478,nan
CNOT4,4850,97.88012,4850,nan
JMJD6,23210,94.59167,23210,nan
SLC35F2,54733,96.732834,54733,nan
ANO10,55129,96.49276,55129,nan
STUB1,10273,95.93709,10273,nan
BAD,572,101.03899,572,nan
PSMD10,5716,96.93609,5716,nan
RAB11FIP2,22841,96.968605,22841,nan
FPGS,2356,100.56108,2356,nan
RNH1,6050,99.3671,6050,nan
ATG3,64422,94.46742,64422,nan
CFLAR,8837,97.18095,8837,nan
HEATR1,55127,97.243195,55127,nan
WDR7,23335,95.48706,23335,nan
AKAP8,10270,98.52484,10270,nan
SLC1A4,6509,96.817215,6509,nan
GRWD1,83743,98.86854,83743,nan
STAT1,6772,97.21322,6772,nan
FOXJ3,22887,101.28906,22887,nan
MTERFD1,nan,nan,nan,TRUE
CHIC2,26511,98.54476,26511,nan
USP7,7874,96.59609,7874,nan
NOSIP,51070,98.89963,51070,nan
